Events,CategoryID,Date,Days
Feeding America service trip,Service,10/13/2018,Saturday
Rain Barrel Workshop,Service,10/13/2018,Saturday
Agricultural Technology Program Open House,Special Event,10/13/2018,Saturday
Art Exhibit: Community Narrative,Arts,10/13/2018,Saturday
Badstar: A concert of immersive audio + video,Music/Theatre/Dance,10/13/2018,Saturday
Fall Family Weekend,Special Event,10/14/2018,Sunday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/14/2018,Sunday
Community Dog Wash,Special Event,10/14/2018,Sunday
Y Hale Gardens service trip,Service,10/14/2018,Sunday
Art Exhibit: Community Narrative,Arts,10/14/2018,Sunday
Last day to resign w/o grade penalty,Academic,10/15/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/15/2018,Monday
VA-NC Alliance for Minority Participation Research Symposium,Academic,10/15/2018,Monday
Campus Kitchen Monday Delivery,Service,10/15/2018,Monday
Clothesline Project Display,Special Event,10/15/2018,Monday
MA in Material Culture and Public Humanities Info Session,Arts,10/15/2018,Monday
Hybrid Retirement Plan: Features and benefits,Administration,10/15/2018,Monday
Clothesline Project Workshops,Special Event,10/15/2018,Monday
OAE: Academic Program Assessment: Pla...,Seminar/Conference,10/15/2018,Monday
Consumer Lifestyles in the United States,Diversity,10/15/2018,Monday
Professional and Scholarship Development Series - How are scholarship applications reviewed?,Academic,10/15/2018,Monday
Information Meeting VT Summer Program in Paris (France),Academic,10/15/2018,Monday
"Music on Mondays, featuring Casey Cangelosi, percussion",Music/Theatre/Dance,10/15/2018,Monday
Payday,Administration,10/16/2018,Tuesday
Spring 2019 Web Course Request Opens,Academic,10/16/2018,Tuesday
Last day to apply for Fall graduation,Academic,10/16/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/16/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,10/16/2018,Tuesday
Templates for Canvas in the Online an...,Seminar/Conference,10/16/2018,Tuesday
Clothesline Project Workshops,Special Event,10/16/2018,Tuesday
Modularizing Your Course in Canvas - ...,Seminar/Conference,10/16/2018,Tuesday
Creating Inclusive Media for your Cla...,Seminar/Conference,10/16/2018,Tuesday
Brian Evenson Reading,Special Event,10/16/2018,Tuesday
Info session for Indonesia + Cambodia service immersion trip,Service,10/16/2018,Tuesday
Campus-Community Emergency Response Team Training,Service,10/16/2018,Tuesday
Through Feminist Eyes with Dr. Bonnie Zare,Academic,10/16/2018,Tuesday
7th Annual Hispanic Film Series,Movie/Film,10/16/2018,Tuesday
Through Feminist Eyes,Diversity,10/16/2018,Tuesday
2018 National Ginger and Tumeric Conference,Seminar/Conference,10/17/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/17/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,10/17/2018,Wednesday
2018 National Ginger and Tumeric Conference,Seminar/Conference,10/17/2018,Wednesday
Coaching to Redirect,Administration,10/17/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,10/17/2018,Wednesday
Clothesline Project Workshops,Special Event,10/17/2018,Wednesday
Jessica Flanigan,Academic,10/17/2018,Wednesday
"Information Session: VT Arabic Oman, Summer 2019",Academic,10/17/2018,Wednesday
KickStart VT LivePitch Finals,Special Event,10/17/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/18/2018,Thursday
2018 National Ginger and Tumeric Conference,Seminar/Conference,10/18/2018,Thursday
Campus Kitchen Thursday Delivery,Service,10/18/2018,Thursday
Management Skills for New Supervisors,Administration,10/18/2018,Thursday
Using Photoshop,Seminar/Conference,10/18/2018,Thursday
Clothesline Project Workshops,Special Event,10/18/2018,Thursday
Staff Senate Meeting,Seminar/Conference,10/18/2018,Thursday
Fall Break,Academic,10/19/2018,Friday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/19/2018,Friday
Fall Forestry and Wildlife Field Tours,Special Event,10/19/2018,Friday
2018 National Ginger and Tumeric Conference,Seminar/Conference,10/19/2018,Friday
Annual NDEAM Event,Administration,10/19/2018,Friday
Feeding America service trip,Service,10/19/2018,Friday
Campus Kitchen Friday Delivery,Service,10/19/2018,Friday
Classics Club Meeting,Club,10/19/2018,Friday
Giving Tree Food Pantry service trip,Service,10/19/2018,Friday
"Les Violons du Roy: ""Handel/Glass Vocal Program""",Arts,10/19/2018,Friday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/20/2018,Saturday
Apple Ridge Farm service trip,Service,10/20/2018,Saturday
Hokie BugFest,Special Event,10/20/2018,Saturday
National Weather Service Blacksburg Office Open House ,Administration,10/20/2018,Saturday
"2018 Graduate Philosophy Conference: Philosophy of Race, Gender, and Social Groups",Academic,10/20/2018,Saturday
Fall break ends,Academic,10/21/2018,Sunday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/21/2018,Sunday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/22/2018,Monday
Campus Kitchen Monday Delivery,Service,10/22/2018,Monday
Patch to Pantry (2 parts - Nov. 19),Seminar/Conference,10/22/2018,Monday
Donuts with The Department of Religion & Culture,Special Event,10/22/2018,Monday
Seminar: The muscle mitochondrial reticulum,Seminar/Conference,10/22/2018,Monday
Minors Information Session,Academic,10/22/2018,Monday
Open Access Forum,Academic,10/22/2018,Monday
A Conversation about Insect Pests and Your Home,Seminar/Conference,10/22/2018,Monday
"Music on Mondays, featuring Kathryn James Adduci, baroque trumpet | Sarah Rushing, piano",Music/Theatre/Dance,10/22/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/23/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,10/23/2018,Tuesday
Time Management,Administration,10/23/2018,Tuesday
Turfgrass Tuesday,Seminar/Conference,10/23/2018,Tuesday
"Employee Retirement Planning Session: VRS, ORP and other Retirement Benefits  ",Administration,10/23/2018,Tuesday
MBA Programs Online Information Session,National Capital Region,10/23/2018,Tuesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/23/2018,Tuesday
PPE Reading Group,Academic,10/23/2018,Tuesday
Ricardo Cate': Standing Rock,Special Event,10/23/2018,Tuesday
Campus-Community Emergency Response Team Training,Service,10/23/2018,Tuesday
A CALSUnited Conversation: DiversityEDU and your Virginia Tech experience,Special Event,10/23/2018,Tuesday
"Virginia Master Cattlemen's Program: 7 modules, 7 dates",Seminar/Conference,10/23/2018,Tuesday
Food Hydration 101,Seminar/Conference,10/23/2018,Tuesday
Spring 2019 Web Course Request Closes,Academic,10/24/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/24/2018,Wednesday
Wear Red Day: The Red Flag Campaign and Domestic Violence Awareness Month ,Diversity,10/24/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,10/24/2018,Wednesday
DCSS - Departmental Computing Support Symposium,Administration,10/24/2018,Wednesday
33rd Annual Tomato Disease Workshop,Seminar/Conference,10/24/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,10/24/2018,Wednesday
OAE: Administrative Unit Assessment P...,Seminar/Conference,10/24/2018,Wednesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/24/2018,Wednesday
"""SWARM"" and ""Multiply"" Opening Reception",Arts,10/24/2018,Wednesday
"Arabic Coffee Hour ""Dardashe""",Academic,10/24/2018,Wednesday
Venture Builders Workshop: Pricing ,Entrepreneurship,10/24/2018,Wednesday
'not your doll' - A devised theatre project,Music/Theatre/Dance,10/24/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/25/2018,Thursday
Campus Kitchen Thursday Delivery,Service,10/25/2018,Thursday
Campus Kitchen Thursday Delivery,Service,10/25/2018,Thursday
33rd Annual Tomato Disease Workshop,Seminar/Conference,10/25/2018,Thursday
KAI Workshop,Administration,10/25/2018,Thursday
"Moss Arts Center Exhibition: ""SWARM""",Arts,10/25/2018,Thursday
"Moss Arts Center Exhibition: ""Multiply""",Arts,10/25/2018,Thursday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/25/2018,Thursday
WEBINAR: Assessment of Exceptional Quality Biosolids Products for Urban Landscapes,Seminar/Conference,10/25/2018,Thursday
Alumni Lecture Series: Christian Bailey,College of Architecture and Urban Studies,10/25/2018,Thursday
College of Architecture and Urban Studies Tailgate,Athletics,10/25/2018,Thursday
College of Architecture and Urban Studies Tailgate,Athletics,10/25/2018,Thursday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/26/2018,Friday
33rd Annual Tomato Disease Workshop,Seminar/Conference,10/26/2018,Friday
"Moss Arts Center Exhibition: ""SWARM""",Arts,10/26/2018,Friday
"Moss Arts Center Exhibition: ""Multiply""",Arts,10/26/2018,Friday
ASPECT Working Paper,Academic,10/26/2018,Friday
Feeding America service trip,Service,10/26/2018,Friday
Pulaski Grow service trip,Service,10/26/2018,Friday
Center for Humanities Research Talk: Climate Change Denial and Beliefs About Science.,Academic,10/26/2018,Friday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/26/2018,Friday
Fall Farm Pond Workshop,Seminar/Conference,10/26/2018,Friday
Campus Kitchen Friday Delivery,Service,10/26/2018,Friday
London Calling 2019:  Interest Meeting,Special Event,10/26/2018,Friday
Classics Club Meeting,Club,10/26/2018,Friday
'not your doll' - A devised theatre project,Music/Theatre/Dance,10/26/2018,Friday
"Art Reception: Walt Hewes: 40 Years in Pencil, Pastel, and Watercolor",Arts,10/26/2018,Friday
International Hokie Halloween Dance Party,Special Event,10/26/2018,Friday
"NW Dance Project: ""Woolf Papers"" and other repertory",Arts,10/26/2018,Friday
13th Annual Band-A-Rama,Music/Theatre/Dance,10/26/2018,Friday
'not your doll' - A devised theatre project,Music/Theatre/Dance,10/26/2018,Friday
Spooktober,Special Event,10/26/2018,Friday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/27/2018,Saturday
VT Dairy Science Open House for high school and transfer students,Academic,10/27/2018,Saturday
Apple Ridge Farm service trip,Service,10/27/2018,Saturday
Bird Bark Butter Log,Seminar/Conference,10/27/2018,Saturday
NCR Black Alumni Student Recruitment Event,Academic,10/27/2018,Saturday
Virginia Tech Science Festival,Special Event,10/27/2018,Saturday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/27/2018,Saturday
"Civil War Film Series: ""Pharaoh's Army"" (1995)",Movie/Film,10/27/2018,Saturday
Virginia Tech Science Festival: Nutshell Games,Special Event,10/27/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/28/2018,Sunday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/28/2018,Sunday
Medical Admissions Advantage,Special Event,10/28/2018,Sunday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/29/2018,Monday
Campus Kitchen Monday Delivery,Service,10/29/2018,Monday
"Moss Arts Center Exhibition: ""Multiply""",Arts,10/29/2018,Monday
"Moss Arts Center Exhibition: ""SWARM""",Arts,10/29/2018,Monday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/29/2018,Monday
"Employee Retirement Planning Session: VRS, ORP and other Retirement Benefits  ",Administration,10/29/2018,Monday
Professional and Scholarship Development Series - authentic development to prepare for future opportunities ,Academic,10/29/2018,Monday
Evening MBA Information Session - Falls Church,National Capital Region,10/29/2018,Monday
9th Annual Department of Communication Distinguished Lecture,Special Event,10/29/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/30/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,10/30/2018,Tuesday
Healthy Land for Healthy Horses,Seminar/Conference,10/30/2018,Tuesday
"Moss Arts Center Exhibition: ""Multiply""",Arts,10/30/2018,Tuesday
"Moss Arts Center Exhibition: ""SWARM""",Arts,10/30/2018,Tuesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/30/2018,Tuesday
Juhani Pallasmaa,College of Architecture and Urban Studies,10/30/2018,Tuesday
Campus-Community Emergency Response Team Training,Service,10/30/2018,Tuesday
"Virginia Master Cattlemen's Program: 7 modules, 7 dates",Seminar/Conference,10/30/2018,Tuesday
Ghost Tales of Appalachia,Special Event,10/30/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,10/31/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,10/31/2018,Wednesday
Effective Meetings,Administration,10/31/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,10/31/2018,Wednesday
Poe's Shadows: An Immersive Theatrical Installation,Music/Theatre/Dance,10/31/2018,Wednesday
"Moss Arts Center Exhibition: ""SWARM""",Arts,10/31/2018,Wednesday
"Moss Arts Center Exhibition: ""Multiply""",Arts,10/31/2018,Wednesday
Wednesday Walk or Talk: Woody Plant Physiology,Special Event,10/31/2018,Wednesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,10/31/2018,Wednesday
Payday,Administration,11/1/2018,Thursday
Class of 1968 50th Reunion,Special Event,11/1/2018,Thursday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/1/2018,Thursday
Ellen Cheever in Her Own Words,Academic,11/1/2018,Thursday
Campus Kitchen Thursday Delivery,Service,11/1/2018,Thursday
OAE: Administrative Unit Assessment P...,Seminar/Conference,11/1/2018,Thursday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/1/2018,Thursday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/1/2018,Thursday
Poe's Shadows: An Immersive Theatrical Installation,Music/Theatre/Dance,11/1/2018,Thursday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/1/2018,Thursday
VT Online Master of Information Technology Info Session,Academic,11/1/2018,Thursday
Seventh Annual Small Scale and Niche Market Pork Production Conference,Seminar/Conference,11/1/2018,Thursday
A History of Telephones - Bill Green,College of Architecture and Urban Studies,11/1/2018,Thursday
Reflections on a Career in Kitchen and Bath Design,Academic,11/1/2018,Thursday
Dia de Muertos: Remembering the Dead in Mexico and Central America,Special Event,11/1/2018,Thursday
Steph Burt,Special Event,11/1/2018,Thursday
VT in Spain Interest Meeting,Academic,11/1/2018,Thursday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/2/2018,Friday
Ex Lapide Alumni Society Reunion,Special Event,11/2/2018,Friday
Ellen Cheever in Her Own Words,Academic,11/2/2018,Friday
Seventh Annual Small Scale and Niche Market Pork Production Conference,Seminar/Conference,11/2/2018,Friday
Poe's Shadows: An Immersive Theatrical Installation,Music/Theatre/Dance,11/2/2018,Friday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/2/2018,Friday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/2/2018,Friday
"Steven Hunter, Hokie '95",Special Event,11/2/2018,Friday
Feeding America service trip,Service,11/2/2018,Friday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/2/2018,Friday
Promoting Democratic Speech in the Cl...,Seminar/Conference,11/2/2018,Friday
Campus Kitchen Friday Delivery,Service,11/2/2018,Friday
Classics Club Meeting,Club,11/2/2018,Friday
Kaffeeklatsch,Academic,11/2/2018,Friday
Corps of Cadets Pass in Review ,Corps,11/2/2018,Friday
"5th Anniversary Gala: ""Callas in Concert""",Arts,11/2/2018,Friday
Information Meeting VT Summer Program in Paris (France),Academic,11/2/2018,Friday
Young Alumni Terrace Party ,Special Event,11/2/2018,Friday
College of Science Tailgate,Athletics,11/3/2018,Saturday
College of Natural Resources and Environment,Athletics,11/3/2018,Saturday
College of Engineering Tailgate,Athletics,11/3/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/3/2018,Saturday
Ex Lapide Alumni Society Reunion,Special Event,11/3/2018,Saturday
Homecoming Tailgate,Special Event,11/3/2018,Saturday
Ellen Cheever in Her Own Words,Academic,11/3/2018,Saturday
Pregame HokieTalks,Academic,11/3/2018,Saturday
Poe's Shadows: An Immersive Theatrical Installation,Music/Theatre/Dance,11/3/2018,Saturday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/3/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/4/2018,Sunday
Ellen Cheever in Her Own Words,Academic,11/4/2018,Sunday
Hybrid Retirement Plan: Features and benefits,Administration,11/4/2018,Sunday
Poe's Shadows: An Immersive Theatrical Installation,Music/Theatre/Dance,11/4/2018,Sunday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/4/2018,Sunday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/5/2018,Monday
Ellen Cheever in Her Own Words,Academic,11/5/2018,Monday
Campus Kitchen Monday Delivery,Service,11/5/2018,Monday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/5/2018,Monday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/5/2018,Monday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/5/2018,Monday
Inclusive Communities for All,Academic,11/5/2018,Monday
Homefield Farm Pop-up Farm Stand,Special Event,11/5/2018,Monday
Professional and Scholarship Development Series - Current world events and how they impact your field,Academic,11/5/2018,Monday
Roommate Mixer,Special Event,11/5/2018,Monday
"Virginia Master Cattlemen's Program - 7 modules, 7 dates",Seminar/Conference,11/5/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/6/2018,Tuesday
Ellen Cheever in Her Own Words,Academic,11/6/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,11/6/2018,Tuesday
Turning Performance Problems Around,Administration,11/6/2018,Tuesday
Beef Export Verification and Opportunities Seminar,Seminar/Conference,11/6/2018,Tuesday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/6/2018,Tuesday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/6/2018,Tuesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/6/2018,Tuesday
Boren Awards brown bag lunch for faculty ,Academic,11/6/2018,Tuesday
Marimba Music of Japan,Music/Theatre/Dance,11/6/2018,Tuesday
Marimba Music of Japan presented by Kana Omori,Music/Theatre/Dance,11/6/2018,Tuesday
Using Illustrator,Seminar/Conference,11/6/2018,Tuesday
Boren Awards student info session,Academic,11/6/2018,Tuesday
PPE Reading Group,Academic,11/6/2018,Tuesday
Student Event Series: We all love succulents!,Special Event,11/6/2018,Tuesday
VT Summer Study in India Info Session,Academic,11/6/2018,Tuesday
Campus-Community Emergency Response Team Training,Service,11/6/2018,Tuesday
Great Music from the World of Ballet,Music/Theatre/Dance,11/6/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/7/2018,Wednesday
Campbell County Cattlemen's Association Farm Bus Tour,Special Event,11/7/2018,Wednesday
Ellen Cheever in Her Own Words,Academic,11/7/2018,Wednesday
Campbell County Cattlemen's Association Farm Bus Tour,Special Event,11/7/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,11/7/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,11/7/2018,Wednesday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/7/2018,Wednesday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/7/2018,Wednesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/7/2018,Wednesday
Dan Shahar,Academic,11/7/2018,Wednesday
Content Creation Tips and Tricks for ...,Seminar/Conference,11/7/2018,Wednesday
Mingle Like You Mean It,Special Event,11/7/2018,Wednesday
VT Summer Study in India Info Session,Academic,11/7/2018,Wednesday
"Angels in America, Part One: Millennium Approaches, by Tony Kushner",Music/Theatre/Dance,11/7/2018,Wednesday
Venture Builders Workshop: Persistence and Pivots,Entrepreneurship,11/7/2018,Wednesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/8/2018,Thursday
Ellen Cheever in Her Own Words,Academic,11/8/2018,Thursday
Campbell County Cattlemen's Association Farm Bus Tour,Special Event,11/8/2018,Thursday
Campus Kitchen Thursday Delivery,Service,11/8/2018,Thursday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/8/2018,Thursday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/8/2018,Thursday
Modularizing Your Course in Canvas - ...,Seminar/Conference,11/8/2018,Thursday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/8/2018,Thursday
Recognizing women's needs: a key in agriculture production and food security,Academic,11/8/2018,Thursday
Faculty Lecture Series: Joseph Bedford,College of Architecture and Urban Studies,11/8/2018,Thursday
Templates for Canvas in the Online an...,Seminar/Conference,11/8/2018,Thursday
Minors Information Session,Academic,11/8/2018,Thursday
Corps of Cadets Speaker: Author Evan Offstein,Corps,11/8/2018,Thursday
VT in Puebla Information Meeting,Academic,11/8/2018,Thursday
Catholicism and Modernity: The Case of Frida Kahlo and Her Use of Retablo,Academic,11/8/2018,Thursday
New Cattle Marketing Opportunity,Seminar/Conference,11/8/2018,Thursday
"An Evening with Bela Fleck, banjo; Zakir Hussain, tabla; and Edgar Meyer, bass",Arts,11/8/2018,Thursday
"Angels in America, Part One: Millennium Approaches, by Tony Kushner",Music/Theatre/Dance,11/8/2018,Thursday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/9/2018,Friday
Ellen Cheever in Her Own Words,Academic,11/9/2018,Friday
Campbell County Cattlemen's Association Farm Bus Tour,Special Event,11/9/2018,Friday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/9/2018,Friday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/9/2018,Friday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/9/2018,Friday
Campus Kitchen Friday Delivery,Service,11/9/2018,Friday
Pylon Dedication Ceremony,Corps,11/9/2018,Friday
Classics Club Meeting,Club,11/9/2018,Friday
"2018 Hummel Lecture: ""The Athenian Agora: Archaeology of Democracy""",Special Event,11/9/2018,Friday
"Angels in America, Part One: Millennium Approaches, by Tony Kushner",Music/Theatre/Dance,11/9/2018,Friday
GobblerNights Around the World,Special Event,11/9/2018,Friday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/10/2018,Saturday
Ellen Cheever in Her Own Words,Academic,11/10/2018,Saturday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/10/2018,Saturday
"Student Recital: Joseph Hart, piano ",Music/Theatre/Dance,11/10/2018,Saturday
A Night of Percussion: Escape Ten Duo and more!,Music/Theatre/Dance,11/10/2018,Saturday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/11/2018,Sunday
Ellen Cheever in Her Own Words,Academic,11/11/2018,Sunday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/11/2018,Sunday
"Angels in America, Part One: Millennium Approaches, by Tony Kushner",Music/Theatre/Dance,11/11/2018,Sunday
VT Choirs in Concert,Music/Theatre/Dance,11/11/2018,Sunday
Veteran's Day,Break/Holiday,11/12/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/12/2018,Monday
Veterans Day Observances,Corps,11/12/2018,Monday
Ellen Cheever in Her Own Words,Academic,11/12/2018,Monday
Campus Kitchen Monday Delivery,Service,11/12/2018,Monday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/12/2018,Monday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/12/2018,Monday
US Student Fulbright Info Session,Academic,11/12/2018,Monday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/12/2018,Monday
US Student Fulbright Info Session,Academic,11/12/2018,Monday
US Student Fulbright Info Session,Academic,11/12/2018,Monday
Strawberry Post Plant Field Walk,Seminar/Conference,11/12/2018,Monday
US Student Fulbright Info Session,Academic,11/12/2018,Monday
Professional and Scholarship Development Series - The art of interviews and conversation,Academic,11/12/2018,Monday
MBA Programs Online Information Session,National Capital Region,11/12/2018,Monday
"Future Presence: Where Virtual Reality Came From, How it Works, and Where it's Going",Academic,11/12/2018,Monday
"Angels in America, Part One: Millennium Approaches, by Tony Kushner",Music/Theatre/Dance,11/12/2018,Monday
"Music on Mondays, featuring Ariana Wyatt, soprano | Elizabeth Crone, flute | Richard Masters, piano",Music/Theatre/Dance,11/12/2018,Monday
Veterans Day Remembrance Ceremony,Corps,11/12/2018,Monday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/13/2018,Tuesday
Ellen Cheever in Her Own Words,Academic,11/13/2018,Tuesday
Campus Kitchen Tuesday Delivery,Service,11/13/2018,Tuesday
Landowner Breakfast Series: Conservation Opportunities for Your Land,Seminar/Conference,11/13/2018,Tuesday
Strawberry Post Plant Field Walk,Seminar/Conference,11/13/2018,Tuesday
Virginia Vineyard New Grower Workshop,Seminar/Conference,11/13/2018,Tuesday
Ag Breakfast Series,Seminar/Conference,11/13/2018,Tuesday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/13/2018,Tuesday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/13/2018,Tuesday
Fall Breeding Beef Cattle Roundup,Seminar/Conference,11/13/2018,Tuesday
Center for Humanities Research Talk: Chicago and the Re-Making of American Real Estate,Academic,11/13/2018,Tuesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/13/2018,Tuesday
Strawberry Post Plant Field Walk,Seminar/Conference,11/13/2018,Tuesday
PPE Reading Group,Academic,11/13/2018,Tuesday
Police Officers Who Kill Unarmed Black Men Are Seldom Prosecuted or Convicted: Why?,Academic,11/13/2018,Tuesday
Fall Breeding Beef Cattle Roundup,Seminar/Conference,11/13/2018,Tuesday
"Virginia Master Cattlemen's Program - 7 modules, 7 dates",Seminar/Conference,11/13/2018,Tuesday
VT in Riva & Rome Information Session,Academic,11/13/2018,Tuesday
Through Feminist Eyes with Dr. S. Moon Cassinelli,Academic,11/13/2018,Tuesday
Through Feminist Eyes,Diversity,11/13/2018,Tuesday
"Angels in America, Part One: Millennium Approaches, by Tony Kushner",Music/Theatre/Dance,11/13/2018,Tuesday
Jazz Ensembles,Music/Theatre/Dance,11/13/2018,Tuesday
Film Screening of DEMOCRATS,Academic,11/13/2018,Tuesday
Living and Learning Abroad:  Study Abroad Experiences of CLAHS Students,Academic,11/14/2018,Wednesday
Ellen Cheever in Her Own Words,Academic,11/14/2018,Wednesday
Campus Kitchen Wednesday Delivery (1st shift),Service,11/14/2018,Wednesday
Campus Kitchen Thursday Delivery,Service,11/14/2018,Wednesday
Leading Across Generations,Administration,11/14/2018,Wednesday
Campus Kitchen Wedneday Delivery (2nd Shift),Service,11/14/2018,Wednesday
Interested in Leasing or Buying Farmland? What are your options?,VTC,11/14/2018,Wednesday
"Moss Arts Center Exhibition: ""SWARM""",Arts,11/14/2018,Wednesday
"Moss Arts Center Exhibition: ""Multiply""",Arts,11/14/2018,Wednesday
Corps of Cadets Blood Drive,Corps,11/14/2018,Wednesday
"Art Exhibit: Walt Hewes: 40 Years in Pastel, Pencil and Watercolor ",Arts,11/14/2018,Wednesday
